Ticker,Name,Sector,Industry,ROCE,ROCEAvg,DE,RevGrowth,EarnGrowth,CFOQuality,FCFMargin,GrossMargin,OpMargin,NetMargin,PE,PEMedian,EarnYield,BondYield,Price,EntryPrice,QualityPass,NetDebtEBITDA,FCFtoNI,FCFYield,Hurdle,FCFFloor,FCFFairValue,ImpliedGrowth,SustGrowth,ReverseDCF,RSI14,SMA200,PriceVsSma200,TechnicalReady,MktCap,Score,Verdict,Tags,ROCEHistory,DataQuality
CAMS.NS,Computer Age Management Services Limited,Technology,Information Technology Services,45.9%,42.8% (4yr),0.06x,16.1% (3yr),17.9% (3yr),1.09x,0.0%,65.5%,39.4%,31.4%,34.4x,44.4x,2.9%,7.0%,₹640.70,₹266.29,Y,-1.20x,0.00x (reinvesting),0.0%,10.0%,—,—,—,45.9%,—,40.2,₹758.14,below,Not yet,₹15899 Cr,93,STRONG PASS,"Elite ROCE, Consistent ROCE (4yr), Near Zero Debt, Strong Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 46%  |  2025: 45%  |  2024: 39%  |  2023: 39%  |  2022: 48%,✓ Filing 2025-03-31 (11mo old)
ANANDRATHI.NS,Anand Rathi Wealth Limited,Financial Services,Asset Management,67.6%,43.9% (4yr),0.10x,31.0% (3yr),33.2% (3yr),0.92x,0.0%,59.4%,45.4%,32.2%,68.0x,72.3x,1.5%,7.0%,₹3003.40,₹630.71,Y,-1.07x,0.00x (reinvesting),0.0%,10.0%,—,—,—,67.6%,—,41.2,₹2819.52,above,Not yet,₹24937 Cr,90,STRONG PASS,"Elite ROCE, Consistent ROCE (4yr), Near Zero Debt, Strong Growth, Below Historical P/E, Entry Quality Pass",TTM: 68%  |  2025: 49%  |  2024: 40%  |  2023: 44%  |  2022: 42%,✓ Filing 2025-03-31 (11mo old)
AKZOINDIA.NS,JSW Dulux Limited,Basic Materials,Specialty Chemicals,33.5%,32.0% (4yr),0.03x,9.4% (3yr),14.0% (3yr),0.95x,0.0%,41.3%,13.0%,52.0%,6.7x,33.7x,14.9%,7.0%,₹2885.10,₹6137.00,Y,-0.39x,0.00x (reinvesting),0.0%,10.0%,—,—,—,33.5%,—,46.7,₹3246.31,below,Not yet,₹13139 Cr,89,STRONG PASS,"High ROCE, Consistent ROCE (4yr), Near Zero Debt, Partial Growth, Cheap vs History + Bonds, Entry Quality Pass",TTM: 34%  |  2025: 37%  |  2024: 37%  |  2023: 30%  |  2022: 25%,✓ Filing 2025-03-31 (11mo old)
COLPAL.NS,Colgate-Palmolive (India) Limited,Consumer Defensive,Household & Personal Products,92.5%,86.1% (4yr),0.04x,5.8% (3yr),10.0% (3yr),1.10x,0.0%,68.8%,27.3%,22.5%,38.9x,53.9x,2.6%,7.0%,₹1896.10,₹696.14,Y,-0.69x,0.00x (reinvesting),0.0%,10.0%,—,—,—,92.5%,—,15.2,₹2218.56,below,Ready,₹51571 Cr,88,STRONG PASS,"Elite ROCE, Consistent ROCE (4yr), Near Zero Debt, Partial Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 93%  |  2025: 103%  |  2024: 88%  |  2023: 76%  |  2022: 76%,✓ Filing 2025-03-31 (11mo old)
IEX.NS,Indian Energy Exchange Limited,Financial Services,Capital Markets,51.0%,38.9% (4yr),0.00x,7.6% (3yr),11.5% (3yr),1.05x,0.0%,99.8%,83.7%,66.2%,22.3x,44.8x,4.5%,7.0%,₹120.53,₹77.14,Y,-2.25x,0.00x (reinvesting),0.0%,10.0%,—,—,—,51.0%,—,41.4,₹145.77,below,Not yet,₹10719 Cr,88,STRONG PASS,"Elite ROCE, Consistent ROCE (4yr), Near Zero Debt, Partial Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 51%  |  2025: 36%  |  2024: 35%  |  2023: 38%  |  2022: 47%,✓ Filing 2025-03-31 (11mo old)
NESTLEIND.NS,Nestlé India Limited,Consumer Defensive,Packaged Foods,52.8%,57.2% (3yr),0.11x,17.0% (3yr),23.1% (3yr),1.03x,0.0%,54.6%,18.1%,14.9%,70.4x,77.0x,1.4%,7.0%,₹1193.60,₹242.14,Y,0.02x,0.00x (reinvesting),0.0%,10.0%,—,—,—,52.8%,—,19.4,₹1224.06,below,Ready,₹2.3L Cr,88,STRONG PASS,"Elite ROCE, Consistent ROCE (3yr), Low Debt, Strong Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 53%  |  2025: 57%  |  2022: 57%  |  2021: 58%,✓ Filing 2025-03-31 (11mo old)
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,61.6%,55.2% (4yr),0.09x,10.0% (3yr),8.2% (3yr),1.00x,13.8%,39.7%,25.2%,18.3%,18.1x,30.3x,5.5%,7.0%,₹2390.60,₹1885.14,Y,-0.67x,0.76x (reinvesting),4.4%,10.0%,₹1125  (10× FCF),₹3454 – ₹10110  (33× – 80× FCF),5.4%,15.0%,Buy,20.2,₹3032.18,below,Ready,₹8.6L Cr,88,STRONG PASS,"Elite ROCE, Consistent ROCE (4yr), Near Zero Debt, Partial Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 62%  |  2025: 58%  |  2024: 59%  |  2023: 54%  |  2022: 49%,✓ Filing 2025-03-31 (11mo old)
CDSL.NS,Central Depository Services (India) Limited,Financial Services,Capital Markets,34.5%,29.3% (4yr),0.00x,25.2% (3yr),19.2% (3yr),0.95x,0.0%,100.0%,51.9%,38.9%,52.4x,67.9x,1.9%,7.0%,₹1190.80,₹324.86,Y,-1.43x,0.00x (reinvesting),0.0%,10.0%,—,—,—,34.5%,—,37.8,₹1520.48,below,Not yet,₹24888 Cr,87,STRONG PASS,"High ROCE, Consistent ROCE (4yr), Near Zero Debt, Strong Growth, Below Historical P/E, Entry Quality Pass",TTM: 34%  |  2025: 31%  |  2024: 30%  |  2023: 24%  |  2022: 32%,✓ Filing 2025-03-31 (11mo old)
GILLETTE.NS,Gillette India Limited,Consumer Defensive,Household & Personal Products,82.9%,47.6% (4yr),0.00x,9.4% (3yr),9.9% (3yr),1.37x,0.0%,63.0%,28.9%,20.2%,48.8x,56.5x,2.0%,7.0%,₹8001.50,₹2343.29,Y,-0.65x,0.00x (reinvesting),0.0%,10.0%,—,—,—,82.9%,—,35.4,₹9098.21,below,Not yet,₹26073 Cr,86,STRONG PASS,"Elite ROCE, Consistent ROCE (4yr), Near Zero Debt, High Cash Quality, Below Historical P/E, Entry Quality Pass, ⚠ Stale Data",TTM: 83%  |  2024: 53%  |  2023: 43%  |  2022: 46%  |  2021: 49%,⚠ Filing 2024-06-30 (21mo old) — verify manually
KFINTECH.NS,KFin Technologies Limited,Technology,Software - Application,28.4%,25.9% (4yr),0.03x,20.0% (3yr),30.8% (3yr),1.26x,0.0%,62.0%,35.8%,27.7%,45.7x,56.1x,2.2%,7.0%,₹914.55,₹286.14,Y,-1.17x,0.00x (reinvesting),0.0%,10.0%,—,—,—,28.4%,—,41.7,₹1096.03,below,Not yet,₹15778 Cr,86,STRONG PASS,"Good ROCE, Consistent ROCE (4yr), Near Zero Debt, Strong Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 28%  |  2025: 27%  |  2024: 25%  |  2023: 25%  |  2022: 27%,✓ Filing 2025-03-31 (11mo old)
IRCTC.NS,Indian Railway Catering & Tourism Corporation Limited,Consumer Cyclical,Travel Services,39.3%,41.4% (4yr),0.02x,35.5% (3yr),25.9% (3yr),0.75x,0.0%,37.1%,31.3%,28.4%,29.3x,68.7x,3.4%,7.0%,₹522.85,₹254.71,Y,-1.76x,0.00x (reinvesting),0.0%,10.0%,—,—,—,39.3%,—,29.3,₹685.05,below,Ready,₹41828 Cr,85,STRONG PASS,"High ROCE, Consistent ROCE (4yr), Near Zero Debt, Strong Growth, Below Historical P/E, Entry Quality Pass",TTM: 39%  |  2025: 38%  |  2024: 41%  |  2023: 46%  |  2022: 41%,✓ Filing 2025-03-31 (11mo old)
BEL.NS,Bharat Electronics Limited,Industrials,Aerospace & Defense,35.0%,26.1% (4yr),0.00x,15.3% (3yr),30.4% (3yr),0.73x,0.0%,48.2%,27.8%,22.5%,52.1x,53.1x,1.9%,7.0%,₹426.10,₹116.86,Y,-1.03x,0.00x (reinvesting),0.0%,10.0%,—,—,—,35.0%,—,43.1,₹408.00,above,Not yet,₹3.1L Cr,85,STRONG PASS,"High ROCE, Consistent ROCE (4yr), Near Zero Debt, Strong Growth, Below Historical P/E, Entry Quality Pass",TTM: 35%  |  2025: 31%  |  2024: 27%  |  2023: 25%  |  2022: 21%,✓ Filing 2025-03-31 (11mo old)
SOLARINDS.NS,Solar Industries India Limited,Basic Materials,Specialty Chemicals,36.9%,32.0% (4yr),0.16x,24.3% (3yr),39.9% (3yr),1.49x,0.0%,49.3%,25.3%,16.2%,80.6x,91.7x,1.2%,7.0%,₹12934.00,₹2291.14,Y,0.20x,0.00x (reinvesting),0.0%,10.0%,—,—,—,36.9%,—,42.7,₹14180.95,below,Not yet,₹1.2L Cr,85,STRONG PASS,"High ROCE, Consistent ROCE (4yr), Low Debt, Strong Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 37%  |  2025: 29%  |  2024: 34%  |  2023: 40%  |  2022: 26%,✓ Filing 2025-03-31 (11mo old)
NAM-INDIA.NS,Nippon Life India Asset Management Limited,Financial Services,Asset Management,43.0%,24.1% (4yr),0.02x,19.5% (3yr),20.0% (3yr),0.81x,0.0%,82.5%,68.5%,51.2%,37.6x,40.9x,2.7%,7.0%,₹838.90,₹318.71,Y,-0.11x,0.00x (reinvesting),0.0%,10.0%,—,—,—,43.0%,—,35.7,₹846.70,below,Not yet,₹53468 Cr,84,STRONG PASS,"Elite ROCE, Steady ROCE (4yr), Near Zero Debt, Strong Growth, Below Historical P/E, Entry Quality Pass",TTM: 43%  |  2025: 31%  |  2024: 23%  |  2023: 21%  |  2022: 21%,✓ Filing 2025-03-31 (11mo old)
PERSISTENT.NS,Persistent Systems Limited,Technology,Information Technology Services,35.3%,24.2% (4yr),0.06x,27.9% (3yr),26.6% (3yr),1.04x,13.0%,30.4%,16.8%,12.4%,42.6x,69.8x,2.3%,7.0%,₹4716.70,₹1583.43,Y,-0.69x,1.04x,2.5%,10.0%,₹1270  (10× FCF),₹7254 – ₹9040  (62× – 77× FCF),7.3%,0.0%,—,49.2,₹5667.81,below,Not yet,₹73753 Cr,84,STRONG PASS,"High ROCE, Steady ROCE (4yr), Near Zero Debt, Strong Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 35%  |  2025: 24%  |  2024: 25%  |  2023: 27%  |  2022: 21%,✓ Filing 2025-03-31 (11mo old)
PAGEIND.NS,Page Industries Limited,Consumer Cyclical,Apparel Manufacturing,65.6%,54.5% (4yr),0.19x,9.7% (3yr),10.8% (3yr),1.08x,0.0%,59.1%,21.0%,14.7%,47.6x,85.2x,2.1%,7.0%,₹32005.00,₹9601.57,Y,-0.22x,0.00x (reinvesting),0.0%,10.0%,—,—,—,65.6%,—,49.2,₹40090.22,below,Not yet,₹35720 Cr,83,STRONG PASS,"Elite ROCE, Consistent ROCE (4yr), Low Debt, Partial Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 66%  |  2025: 59%  |  2024: 44%  |  2023: 53%  |  2022: 62%,✓ Filing 2025-03-31 (11mo old)
NETWEB.NS,Netweb Technologies India Limited,Technology,Computer Hardware,39.6%,41.5% (4yr),0.03x,66.6% (3yr),72.1% (3yr),0.14x,0.0%,21.3%,11.7%,9.8%,104.2x,154.7x,1.0%,7.0%,₹3284.40,₹450.43,Y,-1.01x,0.00x (reinvesting),0.0%,10.0%,—,—,—,39.6%,—,24.9,₹2934.23,above,Not yet,₹18718 Cr,83,STRONG PASS,"High ROCE, Consistent ROCE (4yr), Near Zero Debt, Strong Growth, ⚠ Accruals Risk, Below Historical P/E, Entry Quality Pass",TTM: 40%  |  2025: 28%  |  2024: 22%  |  2023: 62%  |  2022: 54%,✓ Filing 2025-03-31 (11mo old)
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,Consumer Defensive,Household & Personal Products,153.7%,97.6% (4yr),0.00x,5.5% (3yr),1.2% (3yr),1.06x,0.0%,62.9%,31.1%,19.8%,44.1x,77.4x,2.3%,7.0%,₹9707.00,₹3147.86,Y,-0.67x,0.00x (reinvesting),0.0%,10.0%,—,—,—,153.7%,—,12.0,₹12665.40,below,Ready,₹31510 Cr,83,STRONG PASS,"Elite ROCE, Consistent ROCE (4yr), Near Zero Debt, High Cash Quality, Below Historical P/E, Entry Quality Pass, ⚠ Stale Data",TTM: 154%  |  2024: 108%  |  2023: 78%  |  2022: 97%  |  2021: 108%,⚠ Filing 2024-06-30 (21mo old) — verify manually
TATAELXSI.NS,Tata Elxsi Limited,Technology,Software - Application,25.3%,36.1% (4yr),0.06x,14.7% (3yr),12.6% (3yr),0.86x,0.0%,32.8%,20.9%,15.7%,45.5x,69.2x,2.2%,7.0%,₹4237.70,₹1331.86,Y,-1.37x,0.00x (reinvesting),0.0%,10.0%,—,—,—,25.3%,—,37.1,₹5482.24,below,Not yet,₹26399 Cr,83,STRONG PASS,"Good ROCE, Consistent ROCE (4yr), Near Zero Debt, Strong Growth, Below Historical P/E, Entry Quality Pass",TTM: 25%  |  2025: 29%  |  2024: 35%  |  2023: 39%  |  2022: 41%,✓ Filing 2025-03-31 (11mo old)
ABBOTINDIA.NS,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,39.0%,35.3% (4yr),0.05x,9.3% (3yr),21.0% (3yr),0.93x,0.0%,46.4%,25.8%,22.3%,37.3x,51.9x,2.7%,7.0%,₹26715.00,₹10228.00,Y,-1.20x,0.00x (reinvesting),0.0%,10.0%,—,—,—,39.0%,—,52.1,₹29974.54,below,Not yet,₹56768 Cr,82,STRONG PASS,"High ROCE, Consistent ROCE (4yr), Near Zero Debt, Partial Growth, Below Historical P/E, Entry Quality Pass",TTM: 39%  |  2025: 36%  |  2024: 37%  |  2023: 34%  |  2022: 34%,✓ Filing 2025-03-31 (11mo old)
CRISIL.NS,CRISIL Limited,Financial Services,Financial Data & Stock Exchanges,30.0%,31.1% (4yr),0.10x,9.6% (3yr),10.7% (3yr),1.03x,7.3%,46.7%,28.2%,21.0%,38.2x,47.0x,2.6%,7.0%,₹4000.40,₹1497.29,Y,-0.66x,0.35x (reinvesting),0.9%,10.0%,₹462  (10× FCF),₹1313 – ₹3745  (33× – 80× FCF),9.0%,19.5%,Buy,24.9,₹4891.98,below,Ready,₹29279 Cr,81,STRONG PASS,"Good ROCE, Consistent ROCE (4yr), Near Zero Debt, Partial Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 30%  |  2025: 28%  |  2024: 30%  |  2023: 34%  |  2022: 33%,✓ Filing 2025-12-31 (2mo old)
KPITTECH.NS,KPIT Technologies Limited,Technology,Software - Infrastructure,29.6%,26.0% (4yr),0.16x,33.9% (3yr),45.2% (3yr),1.59x,0.0%,35.3%,15.6%,11.5%,25.2x,68.7x,4.0%,7.0%,₹660.95,₹374.86,Y,-0.54x,0.00x (reinvesting),0.0%,10.0%,—,—,—,29.6%,—,26.6,₹1146.57,below,Ready,₹18018 Cr,81,STRONG PASS,"Good ROCE, Consistent ROCE (4yr), Low Debt, Strong Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 30%  |  2025: 31%  |  2024: 30%  |  2023: 22%  |  2022: 21%,✓ Filing 2025-03-31 (11mo old)
APARINDS.NS,APAR Industries Limited,Industrials,Electrical Equipment & Parts,32.2%,34.7% (4yr),0.14x,25.8% (3yr),47.3% (3yr),0.77x,0.0%,20.9%,7.4%,4.5%,40.0x,40.9x,2.5%,7.0%,₹9673.00,₹3454.71,Y,0.17x,0.00x (reinvesting),0.0%,10.0%,—,—,—,32.2%,—,31.6,₹8712.95,above,Not yet,₹38856 Cr,80,STRONG PASS,"High ROCE, Consistent ROCE (4yr), Low Debt, Strong Growth, Below Historical P/E, Entry Quality Pass",TTM: 32%  |  2025: 30%  |  2024: 34%  |  2023: 49%  |  2022: 26%,✓ Filing 2025-03-31 (11mo old)
ACE.NS,Action Construction Equipment Limited,Industrials,Farm & Heavy Construction Machinery,27.9%,26.2% (4yr),0.08x,26.8% (3yr),57.4% (3yr),1.21x,0.0%,32.4%,14.1%,13.2%,23.4x,54.6x,4.3%,7.0%,₹829.15,₹507.00,Y,-0.71x,0.00x (reinvesting),0.0%,10.0%,—,—,—,27.9%,—,36.7,₹1022.95,below,Not yet,₹9869 Cr,80,STRONG PASS,"Good ROCE, Steady ROCE (4yr), Near Zero Debt, Strong Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 28%  |  2025: 30%  |  2024: 32%  |  2023: 24%  |  2022: 18%,✓ Filing 2025-03-31 (11mo old)
ECLERX.NS,eClerx Services Limited,Technology,Information Technology Services,31.0%,28.7% (4yr),0.15x,15.9% (3yr),9.0% (3yr),1.08x,0.0%,36.6%,21.5%,17.1%,21.1x,31.7x,4.7%,7.0%,₹1469.00,₹994.71,Y,-0.95x,0.00x (reinvesting),0.0%,10.0%,—,—,—,31.0%,—,37.8,₹2037.86,below,Not yet,₹13690 Cr,80,STRONG PASS,"High ROCE, Consistent ROCE (4yr), Low Debt, Partial Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 31%  |  2025: 26%  |  2024: 26%  |  2023: 32%  |  2022: 32%,✓ Filing 2025-03-31 (11mo old)
EMAMILTD.NS,Emami Limited,Consumer Defensive,Household & Personal Products,40.8%,28.9% (4yr),0.02x,6.1% (3yr),-1.3% (3yr),1.02x,0.0%,68.2%,29.4%,20.8%,22.1x,35.1x,4.5%,7.0%,₹402.75,₹260.00,Y,-0.75x,0.00x (reinvesting),0.0%,10.0%,—,—,—,40.8%,—,21.6,₹530.95,below,Ready,₹17582 Cr,80,STRONG PASS,"Elite ROCE, Consistent ROCE (4yr), Near Zero Debt, ⚠ Declining Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 41%  |  2025: 31%  |  2024: 30%  |  2023: 26%  |  2022: 29%,✓ Filing 2025-03-31 (11mo old)
INOXINDIA.NS,INOX India Limited,Industrials,Specialty Industrial Machinery,32.5%,31.5% (4yr),0.10x,19.1% (3yr),20.1% (3yr),0.73x,0.0%,56.5%,19.6%,16.6%,43.3x,51.2x,2.3%,7.0%,₹1180.70,₹389.57,Y,-0.63x,0.00x (reinvesting),0.0%,10.0%,—,—,—,32.5%,—,53.4,₹1170.35,above,Not yet,₹10716 Cr,80,STRONG PASS,"High ROCE, Consistent ROCE (4yr), Low Debt, Strong Growth, Below Historical P/E, Entry Quality Pass",TTM: 33%  |  2025: 29%  |  2024: 34%  |  2023: 33%  |  2022: 30%,✓ Filing 2025-03-31 (11mo old)
ITC.NS,ITC Limited,Consumer Defensive,Tobacco,34.8%,31.3% (4yr),0.01x,7.5% (3yr),31.6% (3yr),0.77x,0.0%,55.9%,32.2%,43.9%,18.4x,26.6x,5.4%,7.0%,₹299.95,₹232.29,Y,-0.67x,0.00x (reinvesting),0.0%,10.0%,—,—,—,34.8%,—,32.9,₹378.86,below,Ready,₹3.8L Cr,80,STRONG PASS,"High ROCE, Consistent ROCE (4yr), Near Zero Debt, Partial Growth, Below Historical P/E, Entry Quality Pass",TTM: 35%  |  2025: 33%  |  2024: 30%  |  2023: 33%  |  2022: 29%,✓ Filing 2025-03-31 (11mo old)
JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,27.1%,22.1% (4yr),0.01x,16.8% (3yr),19.6% (3yr),1.24x,0.0%,67.1%,23.5%,18.0%,45.0x,52.8x,2.2%,7.0%,₹2138.60,₹678.29,Y,-0.49x,0.00x (reinvesting),0.0%,10.0%,—,—,—,27.1%,—,63.3,₹1778.47,above,Not yet,₹34337 Cr,80,STRONG PASS,"Good ROCE, Steady ROCE (4yr), Near Zero Debt, Strong Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 27%  |  2025: 23%  |  2024: 24%  |  2023: 20%  |  2022: 21%,✓ Filing 2025-03-31 (11mo old)
OFSS.NS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,33.3%,31.6% (4yr),0.00x,9.5% (3yr),8.0% (3yr),0.92x,31.5%,52.9%,40.9%,33.3%,23.5x,28.1x,4.2%,7.0%,₹6580.00,₹3995.00,Y,-1.48x,0.94x,4.4%,10.0%,₹3185  (10× FCF),₹6342 – ₹7793  (22× – 27× FCF),5.4%,1.9%,Not Buy,38.9,₹8156.53,below,Not yet,₹57265 Cr,80,STRONG PASS,"High ROCE, Consistent ROCE (4yr), Near Zero Debt, Below Historical P/E, Entry Quality Pass",TTM: 33%  |  2025: 33%  |  2024: 32%  |  2023: 30%  |  2022: 31%,✓ Filing 2025-03-31 (11mo old)
DIXON.NS,Dixon Technologies (India) Limited,Technology,Consumer Electronics,34.5%,24.3% (4yr),0.30x,53.5% (3yr),79.3% (3yr),1.43x,0.0%,7.4%,3.0%,3.3%,37.7x,124.4x,2.6%,7.0%,₹10342.00,₹3915.14,Y,0.41x,0.00x (reinvesting),0.0%,10.0%,—,—,—,34.5%,—,47.7,₹14368.31,below,Not yet,₹62787 Cr,79,STRONG PASS,"High ROCE, Steady ROCE (4yr), Low Debt, Strong Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 34%  |  2025: 30%  |  2024: 24%  |  2023: 23%  |  2022: 20%,✓ Filing 2025-03-31 (11mo old)
ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Financial Services,Asset Management,35.6%,26.9% (4yr),0.02x,9.2% (3yr),11.4% (3yr),0.80x,0.0%,78.2%,64.4%,47.7%,26.9x,25.0x,3.7%,7.0%,₹944.65,₹502.00,N,-0.03x,0.00x ⚠ accruals?,0.0%,10.0%,—,—,—,35.6%,—,55.9,₹817.44,above,Not yet,₹27282 Cr,79,STRONG PASS,"High ROCE, Consistent ROCE (4yr), Near Zero Debt, Partial Growth",TTM: 36%  |  2025: 25%  |  2024: 22%  |  2023: 26%  |  2022: 35%,✓ Filing 2025-03-31 (11mo old)
AJANTPHARM.NS,Ajanta Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,31.9%,24.8% (4yr),0.06x,11.8% (3yr),8.9% (3yr),1.09x,0.0%,76.3%,24.6%,19.5%,35.7x,42.9x,2.8%,7.0%,₹2904.70,₹1161.86,Y,-0.50x,0.00x (reinvesting),0.0%,10.0%,—,—,—,31.9%,—,44.5,₹2647.07,above,Not yet,₹36308 Cr,79,STRONG PASS,"High ROCE, Steady ROCE (4yr), Near Zero Debt, Partial Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 32%  |  2025: 28%  |  2024: 28%  |  2023: 19%  |  2022: 24%,✓ Filing 2025-03-31 (11mo old)
HEXT.NS,Hexaware Technologies Limited,Technology,Information Technology Services,20.4%,49.7% (4yr),0.11x,13.4% (3yr),15.7% (3yr),1.27x,11.8%,42.5%,11.2%,10.2%,19.8x,—,5.0%,7.0%,₹439.45,₹316.43,Y,-0.66x,1.15x,6.2%,10.0%,₹283  (10× FCF),—,3.5%,0.0%,—,38.8,₹713.71,below,Not yet,₹26778 Cr,78,STRONG PASS,"Good ROCE, Consistent ROCE (4yr), Low Debt, Strong Growth, High Cash Quality, Entry Quality Pass",TTM: 20%  |  2025: 72%  |  2024: 79%  |  2023: 26%  |  2022: 22%,✓ Filing 2025-12-31 (2mo old)
BBTC.NS,The Bombay Burmah Trading Corporation Limited,Consumer Defensive,Packaged Foods,40.9%,28.3% (4yr),0.30x,7.7% (3yr),160.6% (3yr),55.49x,0.0%,41.9%,18.2%,5.7%,9.5x,22.8x,10.6%,7.0%,₹1504.60,₹2267.71,Y,0.23x,0.00x (reinvesting),0.0%,10.0%,—,—,—,40.9%,—,29.4,₹1842.06,below,Ready,₹10498 Cr,77,PASS,"Elite ROCE, Steady ROCE (4yr), Modest Debt, Partial Growth, High Cash Quality, Cheap vs History + Bonds, Entry Quality Pass",TTM: 41%  |  2025: 32%  |  2024: 37%  |  2023: 25%  |  2022: 19%,✓ Filing 2025-03-31 (11mo old)
CGPOWER.NS,CG Power and Industrial Solutions Limited,Industrials,Electrical Equipment & Parts,30.3%,38.1% (4yr),0.02x,22.0% (3yr),2.2% (3yr),0.80x,0.0%,30.0%,10.9%,9.5%,95.2x,80.0x,1.1%,7.0%,₹681.60,₹102.29,Y,-0.89x,0.00x (reinvesting),0.0%,10.0%,—,—,—,30.3%,—,39.5,₹688.78,below,Not yet,₹1.1L Cr,77,PASS,"High ROCE, Consistent ROCE (4yr), Near Zero Debt, Partial Growth, Entry Quality Pass",TTM: 30%  |  2025: 29%  |  2024: 34%  |  2023: 50%  |  2022: 40%,✓ Filing 2025-03-31 (11mo old)
ENRIN.NS,Siemens Energy India Limited,Utilities,Utilities - Renewable,35.5%,30.2% (2yr),0.03x,63.5% (3yr),83.3% (3yr),2.25x,0.0%,40.1%,22.4%,14.4%,84.0x,—,1.2%,7.0%,₹2791.20,₹474.57,Y,-2.04x,0.00x (reinvesting),0.0%,10.0%,—,—,—,35.5%,—,40.0,—,—,Not yet,₹99400 Cr,77,PASS,"High ROCE, Consistent ROCE (2yr), Near Zero Debt, Strong Growth, High Cash Quality, Commodity Sector, Entry Quality Pass",TTM: 36%  |  2025: 27%  |  2024: 33%,✓ Filing 2025-09-30 (5mo old)
POLYCAB.NS,Polycab India Limited,Industrials,Electrical Equipment & Parts,29.8%,24.0% (4yr),0.02x,22.4% (3yr),30.5% (3yr),0.84x,6.1%,25.8%,11.3%,9.7%,41.2x,61.0x,2.4%,7.0%,₹7171.00,₹2489.43,Y,-0.75x,0.62x (reinvesting),1.6%,10.0%,₹1281  (10× FCF),₹3822 – ₹11080  (33× – 80× FCF),8.3%,11.2%,Buy,21.7,₹7258.58,below,Ready,₹1.1L Cr,77,PASS,"Good ROCE, Steady ROCE (4yr), Near Zero Debt, Strong Growth, Below Historical P/E, Entry Quality Pass",TTM: 30%  |  2025: 26%  |  2024: 27%  |  2023: 24%  |  2022: 19%,✓ Filing 2025-03-31 (11mo old)
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Drug Manufacturers - General,58.2%,38.3% (4yr),0.02x,4.5% (3yr),-18.2% (3yr),0.83x,0.0%,63.6%,33.7%,26.9%,39.5x,51.1x,2.5%,7.0%,₹2384.80,₹862.00,Y,-1.60x,0.00x (reinvesting),0.0%,10.0%,—,—,—,58.2%,—,26.0,₹2735.74,below,Ready,₹40400 Cr,77,PASS,"Elite ROCE, Consistent ROCE (4yr), Near Zero Debt, ⚠ Declining Growth, Below Historical P/E, Entry Quality Pass",TTM: 58%  |  2025: 51%  |  2024: 41%  |  2023: 37%  |  2022: 24%,✓ Filing 2025-03-31 (11mo old)
MANYAVAR.NS,Vedant Fashions Limited,Consumer Cyclical,Apparel Manufacturing,21.2%,26.5% (4yr),0.27x,10.0% (3yr),7.2% (3yr),1.09x,0.0%,71.7%,35.4%,25.8%,23.8x,74.9x,4.2%,7.0%,₹355.15,₹213.14,N,-0.03x,0.00x ⚠ accruals?,0.0%,10.0%,—,—,—,21.2%,—,36.9,₹637.65,below,Not yet,₹8629 Cr,76,PASS,"Good ROCE, Consistent ROCE (4yr), Low Debt, Partial Growth, High Cash Quality, Below Historical P/E",TTM: 21%  |  2025: 21%  |  2024: 25%  |  2023: 32%  |  2022: 28%,✓ Filing 2025-03-31 (11mo old)
